iter	RMSE
258	0.8038022981
259	0.8034806915
260	0.8031408417
261	0.8029088768
262	0.8027622294
263	0.8026275344
264	0.8025077526
265	0.8020589649
266	0.8016941934
267	0.8013729716
268	0.800990978
269	0.8008038139
270	0.8005068232
271	0.800368954
272	0.800149014
273	0.7999426566
274	0.7997781309
275	0.799603999
276	0.7992327267
277	0.7989184734
278	0.7986870041
279	0.7984771879
280	0.7983535365
281	0.7979103398
282	0.7977331199
283	0.797396767
284	0.7971159508
285	0.7969150444
286	0.7965974723
287	0.796122165
288	0.7958077003
289	0.795635794
290	0.7953182514
291	0.7948885804
292	0.7946740264
293	0.7943119822
294	0.7941541118
295	0.7940291221
296	0.793795697
297	0.7936075281
298	0.7934690816
299	0.7932787442
300	0.7930241214
301	0.7927817137
302	0.7926552446
303	0.7924185196
304	0.7917449589
305	0.7913410958
306	0.7910873281
307	0.7907561755
308	0.7905399289
309	0.7904400137
310	0.7901565454
311	0.7899894471
312	0.7897752201
313	0.7895969795
314	0.7894578194
315	0.7893609205
316	0.7891682936
317	0.7889394111
318	0.7886574234
319	0.788527905
320	0.7881717953
321	0.7877399455
322	0.7874859868
323	0.78734971
324	0.7872403099
325	0.7868653627
326	0.7865086765
327	0.7863312046
328	0.7860727519
329	0.7859688335
330	0.7858696085
331	0.7857571875
332	0.7855385788
333	0.7854440161
334	0.7853141348
335	0.7850935834
336	0.7849351577
337	0.7845931178
338	0.7843365536
339	0.7841818177
340	0.7839440556
341	0.7838270392
342	0.78366473
343	0.7833659534
344	0.7830818137
345	0.7829639814
346	0.7828494248
347	0.7825799342
348	0.7823899336
349	0.7822655238
350	0.7820734527
351	0.7819545176
352	0.7816506197
353	0.7813473169
354	0.7810978153
355	0.7808737466
356	0.7806566252
357	0.7805037948
358	0.7801699419
359	0.7800282225
360	0.7799234885
361	0.7797268315
362	0.7796312125
363	0.7793588775
364	0.7791265112
365	0.7789051115
366	0.7786933417
367	0.7785314044
368	0.7782830699
369	0.7781712193
370	0.7780294757
371	0.7779477531
372	0.7778472194
373	0.7776402479
374	0.7775045124
375	0.7773230996
376	0.7772503736
377	0.7770437514
378	0.7769347852
379	0.7767406804
380	0.7766401188
381	0.7764955632
382	0.7764193524
383	0.7761198187
384	0.775971922
385	0.7757666923
386	0.7756718301
387	0.7755285018
388	0.7754041703
389	0.7752132646
390	0.7750892459
391	0.7749216698
392	0.7746788276
393	0.7744217572
394	0.7741006626
395	0.7737387791
396	0.7735250491
397	0.7733384629
398	0.7732089154
399	0.7730195295
400	0.7729162982
401	0.7728410547
402	0.7726777054
403	0.7725726167
404	0.7724931406
405	0.7723818156
406	0.772229427
407	0.7721371348
408	0.7720488094
409	0.7718624036
410	0.7716786331
411	0.7715927313
412	0.7714414986
413	0.7713210007
414	0.7712533405
415	0.7711023373
416	0.7708081254
417	0.7704993353
418	0.7704393672
419	0.77024637
420	0.7700315654
421	0.7699281434
422	0.769848939
423	0.7697688939
424	0.7696717648
425	0.7695895197
426	0.7694176743
427	0.7690915546
428	0.7688409916
429	0.768765817
430	0.76864354
431	0.7686270518
432	0.7683464475
433	0.7682910957
434	0.7680980005
435	0.7679421485
436	0.7678557414
437	0.7678020226
438	0.7676831922
439	0.7674324051
440	0.7672716924
441	0.767206411
442	0.7670505536
443	0.7668275179
444	0.7667549803
445	0.7667073485
446	0.766494823
447	0.7663435259
448	0.7662771832
449	0.7661182882
450	0.7660257194
451	0.7656056219
452	0.7654965987
453	0.7653517856
454	0.7651527152
455	0.7650007098
456	0.7648513492
457	0.7647706907
458	0.764721524
459	0.7646653372
460	0.7642975732
461	0.7641816519
462	0.7640351315
463	0.7638848358
464	0.7636768783
465	0.763616218
466	0.7634868818
467	0.7634605927
468	0.7632173124
469	0.7629636515
470	0.7628592627
471	0.7627966126
472	0.7626831071
473	0.7625815208
474	0.7624766618
475	0.7624309554
476	0.7623124522
477	0.762086572
478	0.7619531424
479	0.761802342
480	0.7616243246
481	0.761423989
482	0.761351833
483	0.7612836557
484	0.7612096411
485	0.7610854072
486	0.7609359523
487	0.7607907722
488	0.7607087625
489	0.7603687973
490	0.7602205811
491	0.7602002188
492	0.7601868824
493	0.7600607268
494	0.7599652156
495	0.7598615924
496	0.7597298112
497	0.7596445704
498	0.7594693151
499	0.759393558
500	0.7592630124
501	0.7590927424
502	0.7588908814
503	0.7588569165
504	0.7586791629
505	0.758518108
506	0.7584124341
507	0.7583270743
508	0.7582657518
509	0.7581555918
510	0.7580322526
511	0.7579714469
512	0.7578772064
513	0.7578089608
514	0.7576869743
515	0.7576234512
516	0.7575431252
517	0.7573539072
518	0.7572437011
519	0.7570289693
520	0.7569403566
521	0.7568557999
522	0.7568268771
523	0.7566993094
524	0.756667539
525	0.7565656868
526	0.756229863
527	0.7560838691
528	0.755972511
529	0.7558421044
530	0.7558156947
531	0.7557637262
532	0.755627876
533	0.7555279197
534	0.7554163397
535	0.7552625811
536	0.7552286146
537	0.7551118085
538	0.754979805
539	0.7549348392
540	0.754816927
541	0.7547629264
542	0.7547421347
543	0.7546329463
544	0.754588647
545	0.7544234754
546	0.7542867734
547	0.7541860536
548	0.7540117648
549	0.7539007098
550	0.753782418
551	0.7537012424
552	0.7535766175
553	0.7534239794
554	0.7533328898
555	0.7532322254
556	0.7531262088
557	0.7530263342
558	0.7529486686
559	0.7528290617
560	0.7526775272
561	0.7525302912
562	0.7524128546
563	0.7523260392
564	0.7522628171
565	0.7522210422
566	0.7521005224
567	0.7520832429
568	0.751954715
569	0.7518481424
570	0.7517142998
571	0.7515221319
572	0.7513847086
573	0.7512867855
574	0.7512205542
575	0.7511840171
576	0.751063103
577	0.7508737529
578	0.7507596981
579	0.7507101463
580	0.7506684245
581	0.7506528432
582	0.7505903109
583	0.7505865446
584	0.7504919724
585	0.750403756
586	0.7502835649
587	0.7502649475
588	0.7501668859
589	0.7500610415
590	0.7499633787
591	0.7499304733
592	0.7498823541
593	0.7495874659
594	0.7495230272
595	0.7493661189
596	0.749269001
597	0.749171053
598	0.7490332534
599	0.7489052203
600	0.7487871177
601	0.7487387135
602	0.7486350316
603	0.7485459359
604	0.7484880798
605	0.7483909209
606	0.7481785769
607	0.748089413
608	0.7479662425
609	0.7478961186
610	0.7478186781
611	0.7477344312
612	0.747657724
613	0.7473910356
614	0.7473380981
615	0.7472002533
616	0.7471884787
617	0.7470746687
618	0.7469906998
619	0.7469229403
620	0.7468453648
621	0.7467482656
622	0.7466917825
623	0.7465731955
624	0.7465092483
625	0.7464340616
626	0.746382567
627	0.7461774499
628	0.7460345578
629	0.74583067
630	0.7456382
631	0.7455432911
632	0.7455311662
633	0.7454022876
634	0.7453812369
635	0.7450994704
636	0.7450020315
637	0.7449089629
638	0.7447877138
639	0.7446980312
640	0.7446228962
641	0.7445584194
642	0.7445064805
643	0.7442885336
644	0.7442011982
645	0.7441009266
646	0.743984923
647	0.7439764448
648	0.7439207262
649	0.7437997746
650	0.7437265943
651	0.743687017
652	0.7434248686
653	0.7433198719
654	0.7432516969
655	0.7431280931
656	0.7429518738
657	0.7429149333
658	0.7428490217
659	0.7427565166
660	0.7426127044
661	0.7424475853
662	0.7423443697
663	0.7421215457
664	0.741958324
665	0.7418515928
666	0.7416733208
667	0.7415142681
668	0.7413880898
669	0.7413525725
670	0.7411691904
671	0.7410161688
672	0.7410031914
673	0.7408948177
674	0.740884647
675	0.7408005901
676	0.7407940399
677	0.7406876613
678	0.7406302315
679	0.7404810607
680	0.7404283307
681	0.7403338623
682	0.7402772958
683	0.7402651075
684	0.7401533194
685	0.740086852
686	0.739972823
687	0.7398655214
688	0.7397885253
689	0.7397572632
690	0.7397048098
691	0.739679531
692	0.7395785106
693	0.7394884861
694	0.7393165162
695	0.7391550551
696	0.7390182969
697	0.7387845004
698	0.7387446461
699	0.7386846315
700	0.7385869175
701	0.7384753612
702	0.7382612889
703	0.7382383568
704	0.7381933257
705	0.7381911537
706	0.7381222049
707	0.738088745
708	0.737905394
709	0.7378502197
710	0.7377171362
711	0.7376572753
712	0.7375693193
713	0.7375615776
714	0.7374699438
715	0.737401002
716	0.7373578083
717	0.7372919698
718	0.7372027538
719	0.7371596129
720	0.7371004926
721	0.7370998956
722	0.7370130494
723	0.7369721371
724	0.7369668203
725	0.7369277765
726	0.7369229873
727	0.7367417745
728	0.7365938001
729	0.7365290859
730	0.7365206356
731	0.7364105696
732	0.7362389212
733	0.7362034983
734	0.7361527893
735	0.7358780163
736	0.7358289211
737	0.7358283252
738	0.7357915184
739	0.7357552901
740	0.7357191544
741	0.7356786708
742	0.7356106692
743	0.7355864822
744	0.7354829715
745	0.7354823218
746	0.7354515204
747	0.7354077829
748	0.735392201
749	0.7352913748
750	0.7352528887
751	0.7351002694
752	0.7350112147
753	0.7348148831
754	0.7347568299
755	0.7347103054
756	0.7346119907
757	0.7346077877
758	0.7345509258
759	0.7344863629
760	0.7343876769
761	0.7342448187
762	0.7341754828
763	0.7340610565
764	0.734017789
765	0.7339867521
766	0.7338381435
767	0.7336043078
768	0.7334616536
769	0.7333191653
770	0.7332519871
771	0.733182585
772	0.7331468782
773	0.7330602661
774	0.7329403306
775	0.7329114595
776	0.7328300554
777	0.7327788827
778	0.7326761414
779	0.7325568822
780	0.7325262823
781	0.7325190724
782	0.7324253013
783	0.7322450066
784	0.7322380674
785	0.7321353634
786	0.7320844449
787	0.7320231678
788	0.7319613333
789	0.7318315703
790	0.7317539847
791	0.7316435929
792	0.7316330852
793	0.7315885305
794	0.7313961317
795	0.7312317131
796	0.73105776
797	0.7310287195
798	0.7309552221
799	0.7308655621
800	0.7307479259
801	0.7307207476
802	0.730648975
803	0.7306231565
804	0.7305014275
805	0.7305011625
806	0.7304826434
807	0.7304082862
808	0.7303594182
809	0.7302956629
810	0.7302723578
811	0.7302495047
812	0.7301760028
813	0.7300806655
814	0.7299413367
815	0.7299256064
816	0.729893877
817	0.7298222596
818	0.7297778385
819	0.7296644244
820	0.729605887
821	0.7295469507
822	0.7294830191
823	0.7293921991
824	0.729382652
825	0.7291852689
826	0.729068714
827	0.728921675
828	0.7288005311
829	0.7287632736
830	0.728709098
831	0.7286537636
832	0.7285903373
833	0.7285657587
834	0.7283219022
835	0.7283214899
836	0.7281956225
837	0.7281048321
838	0.728060953
839	0.7280177434
840	0.7280153452
841	0.7279280919
842	0.7277556626
843	0.7277265744
844	0.727726346
845	0.727726254
846	0.7276595008
847	0.7275833654
848	0.727481764
849	0.72740206
850	0.7274019672
851	0.7273251392
852	0.7272964273
853	0.7272391873
854	0.7272300583
855	0.7270968926
856	0.7270806152
857	0.7270731461
858	0.7269098163
859	0.7268403308
860	0.7267831686
861	0.7267748329
862	0.7267408559
863	0.7266282866
864	0.7265374433
865	0.7265271262
866	0.72646034
867	0.7264598716
868	0.7264455799
869	0.7263728673
870	0.7263010307
871	0.7262343814
872	0.7260470302
873	0.7259641698
874	0.7259130646
875	0.7259043542
876	0.7258565863
877	0.7258560836
878	0.7257755005
879	0.7256675849
880	0.7256589323
881	0.7256103518
882	0.7255083425
883	0.7254168654
884	0.7253473034
885	0.7253007181
886	0.7252424602
887	0.7251851802
888	0.7250916982
889	0.7249471903
890	0.7249244557
891	0.724827903
892	0.7247288199
893	0.7246553294
894	0.7246283475
895	0.7244675627
896	0.7244049399
897	0.7242470909
898	0.7242142413
899	0.7241767344
900	0.7240637115
901	0.7240555752
902	0.724011698
903	0.7240038869
904	0.7239387243
905	0.7239280825
906	0.7238659915
907	0.7237802812
908	0.7235618524
909	0.7235133981
910	0.7234594429
911	0.7234529435
912	0.7234455303
913	0.7233876101
914	0.723317861
915	0.7233132061
916	0.723287988
917	0.7232142764
918	0.7230989354
919	0.7230567744
920	0.7230265863
921	0.7229353863
922	0.722877472
923	0.7228703868
924	0.7227400969
925	0.7226216527
926	0.7226140348
927	0.7225129586
928	0.7224068667
929	0.7223437218
930	0.7222550008
931	0.7221696994
932	0.7219942039
933	0.721955668
934	0.7218554377
935	0.7218191395
936	0.7216914211
937	0.7216281846
938	0.7216117723
939	0.7215863167
940	0.7215777398
941	0.7214673183
942	0.7213808719
943	0.7213620755
944	0.7213312617
945	0.7213235597
946	0.7212611823
947	0.721186674
948	0.7211073568
949	0.7210881125
950	0.7210125926
951	0.7209279542
952	0.7208869329
953	0.7208218044
954	0.7208120761
955	0.7207589565
956	0.720696037
957	0.7206241323
958	0.7205570733
959	0.7204982627
960	0.7204477112
961	0.7204296628
962	0.7203193133
963	0.7202561361
964	0.7202286568
965	0.7201412498
966	0.720115614
967	0.7201137532
968	0.7199439829
969	0.7198638774
970	0.7198410142
971	0.7198224581
972	0.7197622908
973	0.7197213213
974	0.7196694703
975	0.7196119227
976	0.7195896053
977	0.7195760136
978	0.7194783628
979	0.7194031963
980	0.7193565535
981	0.7192030068
982	0.7191228404
983	0.7190980278
984	0.7190616606
985	0.7189784125
986	0.7189780283
987	0.7189715161
988	0.7188502281
989	0.7188239347
990	0.7187790355
991	0.7187785813
992	0.7187756062
993	0.7187603774
994	0.7186727006
995	0.7184884482
996	0.7184495727
997	0.7184228528
998	0.7183942623
999	0.7183440129
